age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datasetType
39,9,2,2,0,3362,0,0,0,13,9,619,2,148,2,3,1,1
45,9,1,1,0,712,0,0,0,14,9,288,2,-1,0,3,0,1
31,9,1,1,0,439,1,0,0,14,5,123,2,-1,0,3,0,1
51,4,1,2,0,0,0,0,2,26,6,567,2,-1,0,3,0,1
21,4,0,1,0,1903,1,0,0,28,8,106,2,-1,0,3,0,1
29,4,2,2,0,0,1,0,0,6,8,104,2,-1,0,3,0,1
42,7,0,1,0,493,1,0,0,3,8,68,1,-1,0,3,0,1
33,4,1,1,0,0,1,0,0,7,8,268,2,-1,0,3,0,1
43,0,0,1,0,361,1,0,2,23,9,109,4,-1,0,3,0,1
30,4,2,2,0,0,0,0,0,18,10,279,1,102,4,2,1,1
45,9,1,1,0,-27,1,1,0,13,5,97,2,-1,0,3,0,1
45,4,2,1,0,8,0,0,0,20,0,100,2,-1,0,3,1,1
39,5,2,1,0,423,0,0,0,19,8,1010,1,-1,0,3,1,1
30,1,1,1,0,0,1,0,0,20,5,79,2,-1,0,3,0,1
47,4,1,2,0,4475,1,0,2,27,8,168,2,-1,0,3,0,1
24,4,1,2,0,1,1,0,0,27,8,297,2,-1,0,3,0,1
37,4,1,1,0,-27,1,0,0,12,0,524,1,260,1,1,1,1
38,1,1,1,0,352,1,0,0,22,1,313,4,-1,0,3,0,1
34,1,1,1,0,-399,1,0,0,17,8,808,1,-1,0,3,1,1
33,9,2,1,0,2399,0,0,0,18,4,139,1,175,1,2,1,1
32,1,1,1,0,870,0,0,0,12,6,1281,5,-1,0,3,1,1
59,4,0,2,0,9753,0,0,0,26,7,238,1,-1,0,3,1,1
57,5,1,1,0,799,0,0,0,10,8,170,1,-1,0,3,0,1
54,1,1,1,0,138,0,0,0,20,1,255,1,-1,0,3,0,1
45,4,1,0,0,7330,0,0,0,8,3,201,3,-1,0,3,0,1
26,4,2,2,0,-5,0,0,0,15,8,408,1,-1,0,3,0,1
42,4,1,2,0,481,1,0,2,15,8,138,2,-1,0,3,0,1
39,7,2,2,0,209,0,0,2,23,8,33,5,-1,0,3,0,1
35,0,1,1,0,-402,1,0,0,5,5,178,1,-1,0,3,0,1
30,6,2,1,0,203,0,0,0,18,4,176,1,-1,0,3,0,1
27,1,2,1,0,799,1,0,0,22,8,571,1,-1,0,3,1,1
41,0,2,1,0,884,1,0,0,15,8,92,1,371,3,0,0,1
38,4,1,1,0,5189,1,0,0,5,8,62,20,-1,0,3,0,1
54,9,1,1,0,2953,0,0,2,19,6,86,1,-1,0,3,0,1
59,9,1,1,0,855,1,0,0,10,3,674,1,180,3,2,1,1
53,6,1,2,0,-1,0,0,0,14,5,119,4,-1,0,3,0,1
28,1,1,1,0,1466,1,0,2,23,8,41,1,-1,0,3,0,1
45,4,1,1,0,410,1,0,0,21,9,161,4,-1,0,3,0,1
80,2,1,2,0,627,1,0,0,16,0,353,2,-1,0,3,1,1
37,1,1,1,0,3096,1,0,0,22,5,132,1,-1,0,3,0,1
45,9,1,2,0,-82,1,0,0,17,7,269,1,-1,0,3,1,1
48,1,1,1,0,-609,1,0,2,26,8,135,1,-1,0,3,0,1
41,1,2,1,0,476,0,0,2,15,8,1091,2,-1,0,3,1,1
47,5,1,1,0,567,1,0,0,6,0,352,2,-1,0,3,1,1
32,7,1,1,0,210,1,0,0,19,0,199,1,-1,0,3,0,1
52,4,1,2,0,3858,0,0,0,20,8,86,3,-1,0,3,0,1
44,1,1,1,0,1315,0,0,2,22,6,25,6,-1,0,3,0,1
45,9,2,1,0,708,1,0,2,20,8,231,1,-1,0,3,0,1
30,0,1,3,0,17,1,0,0,27,9,86,1,123,1,0,0,1
32,4,1,2,0,962,0,0,0,26,2,240,2,-1,0,3,1,1
37,0,1,2,0,5508,0,0,2,18,8,237,1,-1,0,3,0,1
30,1,1,1,0,-72,1,0,2,16,8,373,2,-1,0,3,0,1
60,6,0,2,0,5947,0,0,0,6,7,827,2,-1,0,3,1,1
29,4,1,2,0,1335,0,0,0,22,6,260,4,59,3,3,1,1
33,1,1,1,0,-79,1,0,0,28,8,151,2,-1,0,3,0,1
52,5,1,2,0,9322,0,0,1,19,6,566,3,-1,0,3,1,1
41,1,1,1,0,473,1,0,2,27,8,58,1,-1,0,3,0,1
36,1,1,1,0,0,0,0,2,8,1,325,1,-1,0,3,0,1
47,0,1,1,0,344,1,0,2,17,8,278,2,-1,0,3,0,1
39,4,1,0,0,3866,0,0,0,24,8,16,4,-1,0,3,0,1
36,0,2,1,0,598,1,0,0,24,8,1437,20,-1,0,3,1,1
42,4,1,1,0,0,1,0,0,12,3,97,1,-1,0,3,0,1
41,9,1,1,0,269,0,0,0,18,8,132,3,-1,0,3,0,1
35,4,1,0,0,1219,1,0,0,6,8,187,1,71,6,3,0,1
30,9,2,2,0,596,1,0,0,19,8,40,1,-1,0,3,0,1
29,9,1,1,0,3506,1,0,2,28,6,449,4,-1,0,3,0,1
44,4,1,2,0,1163,1,0,0,17,8,159,2,-1,0,3,0,1
37,7,1,1,0,603,0,0,2,22,8,765,2,-1,0,3,0,1
53,1,1,1,0,92,1,0,2,13,8,196,2,-1,0,3,0,1
43,4,1,2,0,380,1,0,0,8,1,2069,2,-1,0,3,1,1
46,1,1,1,0,62,0,0,0,17,1,109,1,-1,0,3,0,1
40,4,1,2,0,89,1,0,0,8,5,148,5,-1,0,3,0,1
53,4,1,2,0,-63,1,0,0,25,1,123,4,-1,0,3,0,1
55,0,1,1,0,285,0,0,0,22,8,399,2,140,1,3,1,1
40,9,2,1,0,241,0,0,0,12,8,726,3,-1,0,3,0,1
45,1,2,1,0,542,0,0,2,12,8,1174,3,-1,0,3,1,1
33,1,2,1,0,353,1,0,0,14,1,327,10,-1,0,3,0,1
39,8,1,1,0,31,1,0,0,4,8,428,3,-1,0,3,0,1
30,9,0,1,0,-296,1,0,2,13,8,547,4,-1,0,3,0,1
46,4,1,1,0,691,1,0,0,6,5,285,5,-1,0,3,0,1
34,4,1,2,0,12597,0,0,0,13,9,187,5,73,0,3,0,1
45,10,1,1,0,-181,1,0,2,3,8,152,2,-1,0,3,0,1
43,4,1,1,0,1151,1,0,0,14,8,1395,3,-1,0,3,0,1
29,4,1,1,0,1027,0,0,0,11,8,224,1,87,0,3,1,1
42,9,1,1,0,52,1,0,2,17,8,459,2,-1,0,3,0,1
38,4,2,1,0,2,1,0,0,19,1,1003,2,-1,0,3,1,1
43,9,1,1,0,262,0,0,0,15,8,123,1,-1,0,3,0,1
50,5,1,1,0,0,0,0,0,9,5,252,1,-1,0,3,0,1
39,4,1,1,0,1463,0,0,0,4,6,304,1,-1,0,3,1,1
29,4,0,2,0,1528,0,0,0,16,1,671,3,-1,0,3,1,1
50,4,1,0,0,3,0,0,2,7,6,63,6,-1,0,3,0,1
41,4,2,2,0,5179,0,0,0,18,10,919,2,-1,0,3,1,1
44,1,1,0,0,2561,1,0,0,17,9,107,1,237,1,0,0,1
27,0,2,1,0,3733,0,0,0,22,0,198,1,97,5,2,1,1
38,9,0,2,0,0,1,1,0,16,1,370,2,-1,0,3,0,1
33,7,1,1,0,0,0,0,0,21,5,43,7,-1,0,3,0,1
33,7,1,1,0,4760,1,0,0,5,8,164,2,310,2,0,0,1
29,7,0,1,0,442,1,0,2,28,8,450,1,-1,0,3,0,1
43,4,2,2,0,5059,0,0,0,26,0,393,3,26,0,3,1,1
35,5,1,1,0,5390,1,0,0,4,9,48,9,396,2,1,0,1
45,3,1,1,0,14588,0,0,0,20,6,82,1,-1,0,3,0,1
35,1,0,0,0,-157,0,0,2,18,8,89,3,-1,0,3,0,1
22,4,1,2,0,547,0,0,0,7,8,156,1,-1,0,3,0,1
30,4,1,1,0,2764,0,0,2,9,8,147,1,-1,0,3,0,1
32,0,1,2,0,7,0,0,0,11,1,388,3,-1,0,3,1,1
41,7,1,1,0,454,1,0,0,10,5,116,1,-1,0,3,0,1
45,4,1,2,0,7071,0,0,0,13,6,289,4,-1,0,3,0,1
52,4,1,1,0,0,0,0,0,8,1,84,1,-1,0,3,0,1
40,1,1,1,0,-97,1,0,0,6,3,83,1,240,1,0,0,1
37,0,1,1,0,226,1,0,0,2,7,197,1,95,1,2,1,1
33,1,1,1,0,0,1,0,2,17,8,764,3,-1,0,3,0,1
39,1,1,0,0,1664,1,0,0,10,4,299,2,-1,0,3,0,1
55,0,1,1,0,1,0,0,0,12,5,44,1,-1,0,3,0,1
30,1,2,1,0,7,1,0,0,15,8,68,2,-1,0,3,0,1
28,0,1,1,0,18,1,0,2,12,8,417,1,-1,0,3,0,1
35,7,1,1,0,1918,0,0,0,9,8,159,1,-1,0,3,0,1
46,8,1,1,0,1286,1,0,2,16,6,48,2,-1,0,3,0,1
39,0,1,1,0,0,1,0,0,5,8,174,1,-1,0,3,0,1
47,4,1,2,0,3234,1,0,0,15,6,101,2,-1,0,3,0,1
32,7,1,2,0,551,1,0,0,21,8,72,1,-1,0,3,0,1
39,5,1,2,0,725,0,0,0,13,0,336,3,-1,0,3,1,1
42,0,2,1,0,2310,0,0,0,5,3,213,3,-1,0,3,1,1
31,1,1,1,0,0,1,0,2,5,8,749,2,-1,0,3,0,1
33,1,1,0,0,-25,1,0,0,17,8,298,1,369,1,0,0,1
45,10,1,2,0,1780,1,0,0,19,8,13,10,-1,0,3,0,1
46,0,2,2,0,370,0,0,0,3,0,640,1,-1,0,3,1,1
48,9,1,1,0,1841,1,0,2,16,8,319,2,-1,0,3,0,1
40,7,1,1,0,198,1,0,0,9,5,314,1,-1,0,3,0,1
28,7,2,1,0,11462,1,0,0,21,9,223,2,-1,0,3,0,1
48,5,1,2,0,7808,0,0,0,14,3,239,1,10,2,3,1,1
30,10,1,1,0,10,1,0,0,11,8,157,1,-1,0,3,0,1
42,4,2,2,0,2365,0,0,0,10,3,174,3,-1,0,3,1,1
30,7,1,1,0,215,1,0,2,16,8,317,4,-1,0,3,0,1
42,1,1,1,0,-45,1,0,0,22,8,150,1,-1,0,3,0,1
37,1,2,1,0,593,0,0,2,20,8,1214,3,-1,0,3,1,1
50,4,1,2,0,15095,0,0,0,25,8,137,4,-1,0,3,0,1
26,7,2,1,0,-3,0,0,2,9,8,393,4,-1,0,3,0,1
39,4,1,2,0,-53,1,1,0,14,8,668,1,280,1,0,1,1
45,0,2,1,0,745,1,0,0,23,0,72,2,365,3,0,0,1
44,4,2,2,0,2087,1,0,0,13,9,519,5,-1,0,3,0,1
42,9,1,1,0,116,0,0,0,7,8,107,1,-1,0,3,0,1
44,1,1,1,0,108,1,0,0,15,8,143,3,-1,0,3,0,1
36,4,1,2,0,491,0,0,0,21,7,193,6,97,1,2,1,1
58,9,1,0,0,313,1,0,0,23,8,161,2,-1,0,3,0,1
40,1,1,1,0,567,0,0,0,19,5,938,7,-1,0,3,1,1
46,9,1,2,0,1248,1,0,0,12,0,486,1,-1,0,3,0,1
53,0,1,1,0,-26,1,0,0,24,3,211,1,260,2,0,0,1
39,1,1,1,0,1460,1,0,2,7,8,85,1,-1,0,3,0,1
34,1,2,1,0,316,1,0,0,15,8,479,3,-1,0,3,0,1
27,4,1,2,0,60,0,0,0,12,1,158,2,-1,0,3,0,1
36,4,1,1,0,4838,1,0,0,4,8,270,1,-1,0,3,0,1
31,4,1,1,0,2,0,0,0,6,1,549,3,-1,0,3,1,1
34,7,0,1,0,0,1,0,0,13,8,172,1,-1,0,3,0,1
45,9,1,1,0,751,0,0,0,22,0,406,12,-1,0,3,0,1
29,0,1,1,0,0,0,0,0,15,5,128,4,-1,0,3,0,1
53,0,1,1,0,469,1,0,0,27,8,64,1,-1,0,3,0,1
39,6,1,1,0,325,1,0,0,16,8,391,1,320,1,0,0,1
31,0,1,1,0,-507,1,1,2,25,8,236,7,-1,0,3,0,1
32,1,2,1,0,191,0,0,0,22,8,409,1,-1,0,3,1,1
39,4,1,2,0,0,1,0,0,17,8,212,2,-1,0,3,0,1
39,7,1,1,0,4678,0,0,2,22,8,29,4,-1,0,3,0,1
40,1,1,2,0,3,0,0,0,21,1,196,4,-1,0,3,0,1
38,7,1,1,0,212,0,0,2,21,5,23,17,-1,0,3,0,1
29,7,2,1,0,193,1,0,0,30,5,326,3,-1,0,3,0,1
40,4,1,1,0,957,1,0,2,16,8,235,2,-1,0,3,0,1
37,4,1,2,0,321,1,0,2,15,8,768,2,-1,0,3,1,1
40,1,1,2,0,1991,0,0,0,26,11,171,2,125,2,2,1,1
61,4,1,2,0,4088,1,0,0,10,10,369,2,-1,0,1,1,1
49,1,1,1,0,2538,1,0,0,26,8,223,5,0,0,3,0,1
37,6,1,1,0,1132,1,0,0,15,8,222,5,48,2,3,0,1
40,4,1,2,0,327,1,0,0,4,5,786,1,-1,0,3,1,1
36,4,1,2,0,495,0,0,0,10,1,201,3,164,5,2,1,1
36,4,1,2,0,3594,0,0,0,19,9,790,2,16,0,3,1,1
49,4,0,2,0,2420,0,0,2,18,6,47,1,132,1,3,0,1
35,0,1,1,0,1829,1,0,2,20,8,200,1,-1,0,3,0,1
46,4,1,2,0,5384,0,0,2,20,8,250,2,-1,0,3,0,1
40,0,1,1,0,144,1,0,0,13,8,116,2,356,2,0,0,1
32,4,1,1,0,-470,1,0,0,7,8,641,1,263,5,3,1,1
49,4,1,1,0,732,0,0,0,7,5,735,6,-1,0,3,0,1
30,9,2,2,0,-11,0,0,0,18,1,577,1,-1,0,3,1,1
35,1,1,2,0,477,1,0,2,19,8,501,2,-1,0,3,0,1
30,4,1,1,0,1590,0,0,0,8,6,273,1,-1,0,3,1,1
48,1,1,1,0,128,1,0,0,22,8,461,1,68,3,3,1,1
43,1,0,1,0,881,0,0,0,15,5,982,2,-1,0,3,1,1
32,4,1,2,0,2357,1,0,0,19,8,123,1,-1,0,3,0,1
36,4,1,2,0,1,0,0,0,7,8,506,1,47,2,3,1,1
36,4,1,2,0,483,0,0,0,23,7,210,3,38,0,2,1,1
42,9,1,2,0,2712,1,0,0,13,1,903,4,-1,0,3,1,1
28,9,1,1,0,461,0,0,0,20,9,400,1,-1,0,3,1,1
40,1,2,1,0,96,0,0,0,13,5,108,2,-1,0,3,0,1
34,1,1,0,0,248,1,0,2,27,8,193,5,-1,0,3,0,1
34,0,0,1,0,10612,1,0,0,9,6,300,2,-1,0,3,0,1
32,4,1,2,0,1223,0,0,0,23,1,290,3,-1,0,3,1,1
32,4,1,1,0,0,0,0,0,12,5,618,5,-1,0,3,0,1
42,1,1,1,0,116,1,0,0,4,0,663,1,-1,0,3,0,1
32,9,1,1,0,84,1,0,2,28,8,401,2,-1,0,3,0,1
32,4,1,2,0,1334,0,0,0,21,6,317,1,111,3,2,1,1
39,9,1,1,0,122,0,0,0,11,8,201,2,-1,0,3,0,1
39,1,1,3,0,0,1,0,2,6,8,67,1,-1,0,3,0,1
32,4,1,1,0,15,0,0,0,23,1,169,4,-1,0,3,0,1
36,4,1,1,0,167,0,0,0,10,5,79,3,-1,0,3,0,1
46,9,1,1,0,758,1,0,0,22,8,404,11,-1,0,3,0,1
32,9,2,1,0,12,1,0,0,16,8,1001,2,-1,0,3,1,1
55,4,0,1,0,-334,1,0,2,6,8,530,1,-1,0,3,0,1
35,1,1,1,0,1206,1,0,0,12,5,65,1,-1,0,3,0,1
43,6,1,1,0,418,0,0,2,8,1,1011,2,-1,0,3,1,1
52,9,1,1,0,2682,0,0,0,17,1,145,10,-1,0,3,0,1
37,0,0,2,0,21,1,0,0,4,10,224,1,-1,0,3,1,1
53,1,1,2,0,2287,1,0,0,17,0,177,1,-1,0,3,0,1
35,0,2,1,0,0,1,0,0,14,8,1118,1,154,1,3,1,1
58,5,1,1,0,474,0,0,0,25,0,431,1,-1,0,3,1,1
41,1,1,2,0,365,1,0,0,11,5,484,1,-1,0,3,0,1
32,4,2,2,0,478,1,0,0,12,5,131,3,-1,0,3,0,1
41,1,1,0,0,336,0,0,0,8,5,800,1,-1,0,3,1,1
59,9,1,1,0,855,1,0,0,10,8,674,1,180,3,2,1,1
74,5,1,1,0,742,1,0,0,22,0,378,2,-1,0,3,1,1
36,9,1,1,0,186,1,0,0,9,0,406,1,-1,0,3,0,1
29,6,2,1,0,89,0,0,0,13,5,1131,1,-1,0,3,1,1
42,0,1,1,0,212,1,0,0,3,0,214,1,22,0,2,1,1
36,1,1,1,0,5236,1,0,0,9,8,291,3,-1,0,3,0,1
38,1,1,1,0,781,1,0,0,2,8,191,1,-1,0,3,0,1
38,9,1,1,0,0,1,0,0,11,8,270,1,-1,0,3,0,1
40,4,1,0,0,470,1,0,0,11,8,741,1,326,1,2,1,1
35,9,1,2,0,2924,1,0,0,18,1,874,7,8,0,3,1,1
34,4,2,2,0,5,1,0,0,18,0,97,2,-1,0,3,1,1
49,1,1,1,0,1312,1,0,2,5,8,305,2,-1,0,3,0,1
50,1,1,1,0,2512,1,0,0,29,8,211,3,-1,0,3,0,1
48,1,1,1,0,162,0,0,0,9,1,76,1,-1,0,3,0,1
43,4,1,1,0,8139,1,0,2,30,8,74,1,-1,0,3,0,1
36,4,1,2,0,4030,1,0,0,25,0,175,4,-1,0,3,0,1
36,4,1,2,0,0,1,0,0,15,10,267,1,177,2,2,1,1
20,8,2,1,0,310,0,0,0,18,0,194,1,-1,0,3,1,1
34,0,0,1,0,80,1,0,0,26,5,80,1,-1,0,3,0,1
30,7,2,1,0,215,1,0,0,25,8,334,1,-1,0,3,0,1
34,1,1,0,0,0,1,0,0,20,8,262,3,-1,0,3,0,1
35,8,2,2,0,0,0,0,0,8,11,261,1,97,2,2,1,1
49,2,1,1,0,48,0,0,2,5,8,234,1,-1,0,3,0,1
54,4,1,1,0,2,0,0,0,13,5,688,1,-1,0,3,0,1
36,4,2,2,0,441,0,0,0,25,1,77,3,-1,0,3,0,1
40,1,1,1,0,1508,1,0,0,11,8,333,1,57,2,3,0,1
33,1,1,1,0,-400,1,0,0,3,8,179,1,-1,0,3,0,1
33,7,1,1,0,1438,1,0,2,5,8,183,2,-1,0,3,0,1
39,7,1,1,0,-943,1,0,2,23,8,201,1,-1,0,3,0,1
35,5,0,1,0,1382,0,0,0,15,6,485,1,-1,0,3,1,1
33,4,2,1,0,5231,1,0,0,7,8,68,3,-1,0,3,0,1
32,2,1,1,0,1568,1,0,0,26,9,165,4,-1,0,3,0,1
52,1,1,1,0,-105,1,0,0,22,5,150,2,-1,0,3,0,1
52,8,1,2,0,15,0,0,0,8,5,818,1,-1,0,3,1,1
42,9,0,1,0,-329,1,0,2,8,6,173,1,-1,0,3,0,1
39,9,1,2,0,1720,1,0,2,11,6,79,1,-1,0,3,0,1
52,4,1,1,0,1866,1,0,0,21,1,417,2,552,1,0,1,1
53,2,1,1,0,22,0,0,0,12,5,122,1,-1,0,3,0,1
41,4,1,1,0,389,1,0,0,7,8,18,8,-1,0,3,0,1
50,1,1,1,0,2894,0,0,0,8,9,565,2,1,3,3,0,1
43,9,1,2,0,-1225,1,1,0,16,8,87,6,-1,0,3,0,1
33,0,1,1,0,118,0,0,0,23,1,123,6,-1,0,3,0,1
32,4,2,0,0,64,1,0,0,17,8,173,1,293,4,0,0,1
35,7,1,1,0,250,1,0,0,8,8,88,2,-1,0,3,0,1
31,4,1,2,0,74,1,0,0,21,8,238,7,-1,0,3,0,1
28,4,1,2,0,1482,1,0,0,18,6,145,1,-1,0,3,0,1
36,7,2,1,0,3190,1,0,2,18,6,18,2,-1,0,3,0,1
35,1,1,2,0,429,0,0,0,28,1,120,1,-1,0,3,0,1
52,3,1,1,0,234,1,0,0,6,8,99,1,362,4,0,0,1
31,7,1,1,0,4151,0,0,0,20,4,317,2,97,8,3,1,1
33,4,1,1,0,416,1,0,0,22,5,358,2,-1,0,3,0,1
30,4,2,1,0,89,0,0,0,8,8,158,1,-1,0,3,0,1
32,7,0,1,0,30,0,0,0,10,6,289,1,-1,0,3,0,1
55,7,0,1,0,504,1,0,0,8,3,62,1,-1,0,3,0,1
43,7,1,1,0,387,1,0,0,13,9,71,1,166,1,0,0,1
39,4,1,2,0,1429,1,0,0,17,9,211,2,-1,0,3,0,1
34,0,1,1,0,159,0,0,0,4,10,138,5,-1,0,3,0,1
44,7,2,2,0,3458,1,0,0,14,8,558,2,-1,0,3,0,1
47,1,1,1,0,506,1,0,2,9,8,527,1,-1,0,3,0,1
31,1,2,1,0,770,1,0,0,2,0,356,1,-1,0,3,0,1
48,4,1,1,0,2643,0,0,0,29,1,111,1,-1,0,3,0,1
39,1,2,2,0,3185,1,0,0,14,8,2178,2,-1,0,3,1,1
50,4,1,2,0,26374,0,0,2,21,6,167,3,17,0,3,0,1
52,0,1,1,0,238,1,0,0,8,8,238,3,-1,0,3,0,1
40,9,1,1,0,5882,1,0,0,19,8,181,2,-1,0,3,0,1
32,4,1,2,0,2887,0,0,0,2,1,360,1,10,0,3,1,1
53,0,1,1,0,70,1,0,0,28,8,86,1,-1,0,3,0,1
27,7,2,1,0,233,1,0,2,10,8,14,4,-1,0,3,0,1
58,4,1,2,0,5829,0,0,0,14,3,1035,1,-1,0,3,1,1
32,4,1,2,0,2931,0,0,0,5,1,389,1,-1,0,3,1,1
36,4,1,2,0,2536,1,0,0,12,8,426,1,34,0,3,1,1
30,4,1,1,0,352,1,0,0,19,8,95,8,-1,0,3,0,1
55,1,1,1,0,246,1,0,2,18,1,805,1,-1,0,3,0,1
38,9,1,1,0,690,0,0,0,6,8,180,2,-1,0,3,0,1
35,1,2,1,0,0,1,0,0,15,8,1154,1,277,3,3,1,1
43,9,2,1,0,7129,0,0,0,8,9,754,2,16,0,3,1,1
44,6,2,1,0,238,0,0,0,26,5,1127,3,-1,0,3,1,1
49,9,1,1,0,841,0,0,0,24,11,273,2,512,2,2,1,1
56,11,1,2,0,2035,0,0,0,17,3,227,3,94,1,3,1,1
35,7,0,1,0,43,0,0,2,10,8,99,3,-1,0,3,0,1
30,4,1,1,0,-598,1,0,0,11,5,398,2,-1,0,3,0,1
40,5,1,1,0,45,0,0,0,26,1,810,1,-1,0,3,1,1
57,1,1,0,0,-3,1,0,2,4,8,225,1,-1,0,3,0,1
30,0,2,1,0,853,1,0,0,21,8,102,3,-1,0,3,0,1
59,4,1,2,0,41,0,0,0,14,7,117,1,93,1,0,0,1
48,1,1,2,0,5364,1,0,2,20,8,246,3,-1,0,3,0,1
25,9,1,1,0,-124,1,0,2,16,8,392,1,-1,0,3,1,1
39,4,1,2,0,-7,1,0,2,10,5,292,3,-1,0,3,0,1
51,6,0,2,0,1140,0,0,2,12,8,685,2,-1,0,3,1,1
26,2,1,0,0,1054,1,0,0,30,4,113,1,-1,0,3,0,1
26,1,2,1,0,965,1,0,2,12,6,144,4,-1,0,3,0,1
38,0,2,1,0,3576,0,0,0,24,9,347,1,180,0,0,1,1
32,9,1,1,0,150,0,0,0,19,1,84,3,-1,0,3,0,1
56,7,1,0,0,0,0,0,2,9,6,541,1,-1,0,3,0,1
40,9,1,1,0,196,1,0,0,26,9,248,1,17,1,3,1,1
36,4,1,1,0,672,1,0,0,13,11,360,2,392,1,0,1,1
29,1,1,1,0,1349,1,0,0,10,8,263,1,-1,0,3,0,1
31,7,1,1,0,74,1,0,2,19,5,568,2,-1,0,3,1,1
56,9,1,1,0,140,1,0,2,5,8,153,1,-1,0,3,0,1
35,4,1,2,0,513,0,0,0,15,1,202,1,-1,0,3,1,1
49,0,1,1,0,608,1,0,0,4,8,387,2,419,1,0,1,1
46,0,2,2,0,2501,0,0,2,21,6,38,7,-1,0,3,0,1
45,1,1,1,0,2113,1,0,0,20,4,170,1,309,2,0,0,1
42,4,1,2,0,1205,0,0,0,8,1,375,2,-1,0,3,1,1
31,1,1,1,0,67,1,0,0,18,5,243,1,-1,0,3,0,1
28,7,1,1,0,266,0,0,0,9,1,84,1,65,1,3,1,1
34,1,1,2,0,-315,0,0,0,18,8,266,1,-1,0,3,0,1
60,4,1,2,0,1190,0,0,0,20,6,214,3,-1,0,3,1,1
36,7,1,1,0,1976,1,0,2,22,8,73,2,-1,0,3,0,1
52,9,1,1,0,304,0,0,0,28,1,389,2,178,1,0,1,1
32,1,2,1,0,360,1,0,2,21,6,594,3,-1,0,3,0,1
43,4,1,1,0,5174,1,0,2,29,1,47,3,-1,0,3,0,1
44,1,1,1,0,3016,1,0,2,14,6,86,2,-1,0,3,0,1
46,9,1,1,0,1408,1,0,2,9,8,56,1,-1,0,3,0,1
51,0,2,1,0,2248,0,0,0,9,3,160,2,56,1,3,1,1
39,4,1,1,0,417,0,1,0,13,6,344,1,-1,0,3,0,1
50,6,1,1,0,2070,0,0,0,7,3,455,3,70,0,2,1,1
40,1,1,1,0,185,1,0,0,10,9,233,2,178,1,0,0,1
47,1,2,1,0,709,0,0,0,22,9,1238,2,-1,0,3,1,1
34,9,2,2,0,2196,0,0,0,21,8,22,4,-1,0,3,0,1
33,1,1,1,0,30,1,0,0,13,8,110,3,371,3,0,0,1
46,7,1,1,0,231,1,0,0,8,5,291,3,-1,0,3,0,1
37,9,1,1,0,2024,1,0,0,10,5,214,1,-1,0,3,0,1
44,0,1,2,0,0,1,0,0,8,8,38,1,170,3,0,0,1
58,3,1,0,0,963,0,0,0,6,6,363,1,-1,0,3,1,1
38,4,1,2,0,9341,1,0,0,20,9,38,6,126,0,3,0,1
31,4,1,2,0,4,0,0,0,21,5,167,3,-1,0,3,0,1
42,1,2,1,0,532,0,0,2,11,8,1161,3,-1,0,3,1,1
40,7,1,1,0,-313,1,0,2,24,8,46,2,-1,0,3,0,1
35,4,2,2,0,1492,0,0,0,17,7,172,1,168,2,0,0,1
34,9,2,1,0,2,1,0,0,13,5,1060,1,-1,0,3,1,1
54,4,2,2,0,371,0,0,0,24,8,808,5,-1,0,3,1,1
45,7,1,1,0,708,0,0,0,17,5,816,1,-1,0,3,1,1
57,9,1,1,0,27,1,0,0,28,1,2916,1,-1,0,3,0,1
37,4,1,2,0,168,1,0,2,12,8,213,3,-1,0,3,0,1
50,0,1,1,0,22,1,0,0,15,5,1469,1,97,2,3,1,1
38,9,1,1,0,3974,0,0,0,19,1,279,1,-1,0,3,0,1
51,9,1,1,0,-897,1,1,0,19,1,233,1,-1,0,3,0,1
53,0,1,1,0,2213,0,0,0,11,3,114,1,91,1,3,1,1
39,4,1,2,0,3269,0,0,0,16,9,605,2,19,0,3,1,1
34,1,1,1,0,831,0,0,0,13,5,1276,5,28,0,3,1,1
46,2,1,2,0,1140,1,0,0,12,8,227,8,-1,0,3,0,1
49,4,2,1,0,1407,1,0,0,19,8,99,1,189,7,0,0,1
72,4,2,2,0,224,0,0,0,21,5,94,1,-1,0,3,1,1
46,1,1,0,0,214,0,0,2,8,6,168,1,-1,0,3,0,1
28,1,2,1,0,775,1,0,0,6,0,356,1,-1,0,3,0,1
39,6,1,1,0,2599,0,0,0,16,8,76,1,-1,0,3,0,1
58,4,1,2,0,5,0,0,0,14,5,217,1,182,4,2,1,1
38,0,2,1,0,173,1,0,0,14,7,356,5,-1,0,3,1,1
33,1,1,2,0,617,0,0,0,5,1,118,3,-1,0,3,0,1
41,1,1,1,0,232,1,0,2,9,8,723,2,-1,0,3,0,1
31,7,1,1,0,-150,1,0,0,9,8,284,2,-1,0,3,0,1
39,4,1,1,0,825,1,1,0,15,9,219,2,182,1,0,0,1
43,0,1,1,0,54,1,0,0,8,8,245,1,349,2,0,0,1
49,1,1,1,0,275,1,0,2,6,6,1061,4,-1,0,3,0,1
38,1,1,1,0,132,0,0,0,8,8,201,1,-1,0,3,0,1
50,10,1,1,0,2073,0,0,0,7,9,455,4,61,0,3,1,1
48,4,1,2,0,1158,0,0,0,2,5,316,1,26,0,3,1,1
45,4,0,2,0,1232,0,0,0,13,6,1508,1,-1,0,3,1,1
44,6,1,2,0,-2,0,0,0,8,5,119,4,-1,0,3,0,1
