existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,datasetType
A14,15,A32,A40,1843,A61,A73,3,A91,A101,2,A121,39,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,20,A34,A49,3297,A61,A74,2,A93,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,18,A34,A40,2272,A61,A73,2,A93,A101,2,A122,31,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,33,A32,A49,3423,A65,A73,3,A91,A101,2,A121,34,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A42,2431,A61,A72,3,A92,A101,1,A123,26,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A43,2789,A61,A73,3,A93,A101,3,A124,47,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,17,A32,A43,2489,A65,A75,3,A93,A101,2,A123,32,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,12,A32,A42,2555,A61,A73,2,A93,A101,2,A121,35,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,14,A31,A40,2228,A62,A74,2,A93,A101,2,A124,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,30,A34,A42,3485,A63,A73,3,A93,A101,3,A121,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,14,A32,A46,3384,A65,A75,1,A93,A101,3,A121,46,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,21,A32,A43,3301,A61,A73,2,A92,A101,3,A123,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A31,A42,2284,A61,A73,3,A93,A101,2,A123,36,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A43,2231,A65,A72,3,A93,A101,1,A122,26,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,14,A32,A42,2490,A61,A72,2,A92,A102,2,A123,24,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A40,2188,A61,A72,2,A92,A101,3,A123,27,A143,A152,1,A172,0,A192,A201,2,DatasetType.Deployment
A14,15,A32,A46,2206,A61,A75,3,A93,A101,3,A122,38,A141,A152,2,A173,1,A192,A201,1,DatasetType.Deployment
A14,21,A32,A43,2198,A63,A74,3,A92,A101,1,A123,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,38,A33,A43,9091,A61,A74,2,A93,A101,3,A123,25,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,15,A32,A43,2255,A61,A72,3,A92,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,30,A33,A43,3644,A61,A74,2,A93,A101,2,A122,28,A141,A152,1,A173,1,A192,A201,2,DatasetType.Deployment
A11,18,A32,A46,1896,A61,A71,3,A92,A101,1,A121,28,A143,A152,1,A171,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A45,2165,A61,A75,3,A93,A101,3,A123,34,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,17,A32,A46,3766,A62,A73,2,A93,A101,2,A122,35,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,21,A34,A43,2427,A61,A74,3,A94,A103,2,A123,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,18,A34,A43,2441,A61,A74,3,A94,A101,1,A122,31,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,27,A33,A49,5387,A65,A72,3,A93,A101,3,A123,28,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,24,A30,A42,3747,A61,A73,2,A91,A103,2,A121,31,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A32,A40,2203,A63,A73,2,A92,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,21,A32,A40,1991,A61,A74,3,A93,A101,2,A124,34,A141,A153,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,15,A32,A46,1864,A61,A73,3,A93,A101,3,A123,35,A143,A151,1,A172,1,A191,A201,2,DatasetType.Deployment
A11,33,A32,A46,5143,A61,A74,3,A93,A101,1,A124,39,A143,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,15,A32,A42,2462,A61,A73,3,A93,A101,2,A122,33,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2646,A61,A75,3,A93,A102,1,A121,37,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,27,A33,A40,5438,A62,A75,2,A93,A101,3,A123,36,A143,A152,2,A174,0,A192,A201,2,DatasetType.Deployment
A14,21,A34,A41,2666,A61,A74,3,A93,A101,2,A123,32,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,16,A32,A40,3452,A61,A71,1,A93,A101,3,A124,26,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A40,1962,A61,A75,3,A93,A101,3,A123,35,A141,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A14,33,A32,A43,6469,A65,A74,3,A93,A101,2,A123,33,A142,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,24,A30,A49,3572,A61,A73,2,A92,A101,1,A123,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,18,A34,A42,4605,A61,A75,2,A93,A101,1,A124,35,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A13,15,A32,A43,2160,A61,A73,2,A94,A101,3,A121,26,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A32,A40,1968,A65,A73,3,A94,A101,2,A123,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,20,A32,A42,2616,A61,A75,3,A93,A101,2,A121,39,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,12,A33,A42,2041,A61,A71,3,A93,A101,1,A122,32,A142,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A13,12,A34,A46,2039,A61,A73,2,A92,A101,3,A122,39,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A410,4582,A61,A71,3,A93,A102,2,A124,28,A141,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,24,A31,A42,3222,A64,A73,3,A93,A101,2,A123,32,A142,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A14,33,A31,A49,3276,A61,A73,1,A92,A101,1,A121,28,A142,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A34,A40,3872,A61,A75,2,A93,A102,3,A122,36,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A13,24,A34,A43,2990,A61,A75,3,A93,A101,3,A122,38,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A49,3532,A62,A73,2,A93,A101,2,A122,28,A143,A152,1,A172,0,A192,A201,1,DatasetType.Deployment
A14,27,A32,A49,4306,A62,A74,2,A93,A101,2,A123,30,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,38,A32,A40,6539,A61,A75,2,A93,A101,3,A122,36,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,12,A34,A40,2538,A63,A73,1,A94,A101,2,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,20,A33,A49,2779,A63,A72,3,A93,A101,2,A121,35,A141,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A14,24,A34,A43,3721,A61,A74,3,A92,A101,3,A123,28,A143,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,21,A34,A42,4020,A61,A75,3,A93,A101,3,A123,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,44,A32,A43,4235,A62,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,2685,A61,A75,3,A93,A101,3,A121,46,A141,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,18,A32,A43,2235,A61,A72,2,A92,A101,1,A121,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,12,A32,A46,2276,A61,A72,1,A92,A101,2,A124,42,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A32,A43,2634,A65,A73,3,A93,A101,3,A124,33,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,17,A33,A43,2247,A61,A73,3,A94,A101,2,A121,31,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A43,3998,A61,A72,2,A94,A101,2,A124,38,A143,A153,2,A173,0,A192,A201,1,DatasetType.Deployment
A12,27,A33,A49,6293,A62,A74,1,A93,A101,2,A122,30,A143,A152,1,A172,1,A192,A201,1,DatasetType.Deployment
A14,38,A32,A40,4685,A65,A73,3,A93,A101,3,A124,32,A143,A153,1,A173,1,A192,A201,1,DatasetType.Deployment
A13,14,A34,A43,2184,A65,A74,3,A93,A101,2,A122,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,27,A33,A40,2916,A62,A75,3,A93,A101,2,A124,30,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,14,A32,A43,2863,A62,A75,2,A93,A102,3,A123,32,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,15,A32,A40,3297,A64,A73,1,A93,A101,2,A122,30,A143,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,17,A34,A42,2004,A61,A73,2,A91,A101,2,A122,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,17,A32,A45,2804,A62,A73,2,A92,A101,2,A121,27,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,21,A32,A43,2932,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,12,A34,A40,3811,A65,A72,1,A93,A101,2,A121,36,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A14,21,A32,A43,2636,A61,A74,3,A93,A101,2,A123,29,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,12,A32,A41,2130,A63,A73,2,A93,A101,3,A122,39,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A43,2066,A61,A74,3,A93,A103,2,A121,29,A143,A152,1,A173,0,A191,A202,1,DatasetType.Deployment
A14,15,A34,A40,1981,A61,A71,1,A92,A101,2,A122,34,A143,A152,1,A171,0,A191,A201,1,DatasetType.Deployment
A14,18,A34,A43,2403,A61,A73,3,A93,A101,2,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,17,A32,A46,2453,A61,A75,3,A93,A101,3,A123,35,A143,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,15,A32,A42,2076,A63,A73,3,A92,A101,3,A123,29,A143,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,33,A34,A41,4591,A61,A75,3,A93,A101,3,A124,37,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A13,21,A32,A43,2199,A62,A75,3,A92,A101,2,A124,38,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,24,A33,A49,2742,A62,A75,3,A93,A101,2,A122,35,A142,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,22,A32,A49,2754,A61,A72,3,A92,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A14,17,A32,A40,4104,A63,A75,1,A92,A101,3,A124,32,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,33,A32,A40,4701,A62,A74,2,A93,A101,2,A122,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A30,A42,2967,A61,A72,3,A92,A101,2,A122,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,14,A32,A43,2116,A61,A75,3,A92,A101,3,A121,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,14,A32,A43,2556,A61,A73,2,A93,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A14,18,A34,A43,1837,A63,A75,3,A93,A101,2,A122,31,A141,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,12,A31,A46,2112,A61,A75,3,A92,A101,3,A124,32,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,20,A32,A41,2729,A65,A75,3,A93,A101,3,A121,37,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,14,A34,A43,2083,A61,A73,3,A93,A101,3,A121,27,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,38,A32,A40,8306,A61,A74,3,A93,A101,2,A124,28,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,24,A34,A41,5201,A65,A75,1,A93,A101,3,A123,46,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,24,A34,A43,3019,A65,A75,2,A93,A101,2,A123,35,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A14,18,A32,A43,2260,A61,A73,3,A93,A101,2,A124,31,A143,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A13,21,A34,A43,3054,A65,A73,2,A93,A101,2,A123,30,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,19,A30,A41,4502,A62,A75,2,A94,A101,3,A123,30,A141,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A13,14,A30,A43,2179,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,12,A31,A46,1743,A64,A72,3,A92,A101,2,A122,27,A141,A151,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2127,A61,A73,3,A92,A101,2,A121,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,14,A32,A43,1915,A63,A73,3,A92,A101,2,A121,47,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,22,A32,A40,2775,A61,A73,2,A92,A101,2,A121,25,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,12,A34,A40,1654,A64,A73,2,A92,A101,2,A121,35,A141,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,17,A34,A43,2169,A63,A73,2,A94,A101,2,A122,38,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A43,2442,A61,A73,3,A92,A101,3,A123,27,A141,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,33,A31,A49,4632,A61,A75,3,A92,A101,2,A124,44,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,21,A34,A49,2149,A64,A73,2,A91,A101,3,A121,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,21,A33,A43,4625,A61,A72,1,A93,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,21,A32,A43,2493,A61,A73,2,A93,A101,3,A121,25,A143,A151,1,A172,1,A191,A201,2,DatasetType.Deployment
A12,13,A32,A43,1901,A61,A74,3,A92,A103,2,A121,36,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A41,2791,A64,A73,2,A92,A101,3,A123,29,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,11,A34,A40,3166,A61,A74,1,A92,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A12,27,A31,A44,3460,A65,A72,2,A92,A101,2,A124,29,A141,A152,1,A171,0,A191,A201,1,DatasetType.Deployment
A12,21,A32,A41,7115,A61,A73,1,A92,A101,3,A123,26,A143,A151,1,A174,0,A191,A201,2,DatasetType.Deployment
A11,18,A32,A40,3648,A62,A73,2,A93,A101,3,A123,32,A143,A152,1,A172,1,A192,A201,1,DatasetType.Deployment
A14,12,A34,A40,4798,A61,A74,1,A93,A101,2,A124,37,A143,A152,1,A174,1,A192,A201,1,DatasetType.Deployment
A12,24,A30,A49,3600,A62,A73,3,A92,A101,3,A123,28,A143,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,21,A31,A40,2656,A62,A74,2,A93,A101,2,A123,31,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,14,A31,A43,2040,A61,A73,3,A93,A101,3,A121,26,A142,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,20,A32,A43,3059,A65,A75,3,A93,A101,2,A122,35,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,21,A31,A42,2733,A63,A73,3,A93,A101,3,A121,26,A142,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,28,A34,A42,8380,A65,A74,3,A93,A101,3,A122,30,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,16,A34,A49,2401,A61,A72,2,A93,A101,1,A122,29,A141,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,17,A32,A40,2746,A61,A71,1,A92,A101,3,A123,26,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A32,A40,2149,A61,A72,2,A92,A101,1,A121,33,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,20,A32,A41,4068,A65,A73,1,A93,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,17,A32,A41,2996,A61,A74,2,A93,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,12,A32,A42,1740,A61,A75,2,A92,A101,1,A122,39,A141,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,18,A32,A40,2005,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A49,1940,A62,A74,2,A92,A101,3,A121,26,A143,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,24,A34,A43,4320,A61,A74,3,A92,A101,2,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A33,A45,2284,A64,A75,3,A93,A101,3,A124,42,A143,A153,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2154,A65,A74,3,A92,A101,3,A124,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,12,A34,A40,2161,A61,A73,1,A93,A101,1,A121,51,A143,A152,2,A171,1,A191,A202,1,DatasetType.Deployment
A13,17,A34,A43,2147,A65,A73,2,A93,A101,3,A124,34,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,21,A32,A40,2206,A61,A73,2,A93,A103,2,A121,30,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,15,A34,A40,1867,A61,A75,3,A93,A101,2,A122,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,17,A34,A40,3970,A65,A75,1,A92,A101,3,A123,44,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,18,A34,A42,2559,A61,A73,3,A92,A101,3,A121,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A43,2603,A61,A73,3,A93,A101,2,A122,27,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,20,A34,A40,7656,A65,A75,3,A93,A101,3,A124,30,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,21,A34,A40,2723,A62,A74,3,A94,A101,2,A122,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,15,A32,A43,2091,A61,A75,2,A94,A103,2,A121,35,A141,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,24,A32,A42,3034,A61,A72,2,A91,A101,3,A122,30,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,14,A32,A41,2934,A65,A72,1,A92,A101,3,A121,30,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A34,A42,3280,A61,A75,1,A93,A101,3,A123,29,A143,A151,2,A173,0,A192,A201,1,DatasetType.Deployment
A14,15,A34,A43,2333,A61,A75,2,A93,A101,3,A121,46,A143,A152,1,A172,0,A192,A201,1,DatasetType.Deployment
A11,21,A32,A41,2891,A65,A75,2,A92,A101,3,A121,28,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,27,A34,A46,5428,A61,A73,2,A92,A101,2,A124,27,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,20,A34,A41,3115,A61,A75,1,A93,A101,3,A123,33,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,21,A34,A43,2607,A62,A75,3,A93,A101,3,A122,40,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,15,A34,A40,2248,A63,A71,2,A93,A101,3,A124,47,A141,A153,2,A171,0,A191,A201,1,DatasetType.Deployment
A11,21,A32,A40,2196,A65,A73,3,A92,A101,3,A121,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,27,A34,A40,3241,A61,A74,3,A93,A101,3,A123,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,18,A32,A43,3228,A61,A74,3,A92,A103,1,A121,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,27,A34,A41,4291,A64,A75,3,A93,A101,2,A123,34,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,18,A32,A45,3403,A61,A71,2,A92,A101,3,A123,48,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,28,A34,A43,3916,A61,A74,2,A93,A103,2,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A34,A40,2470,A64,A75,3,A93,A101,3,A121,44,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,15,A30,A48,2214,A61,A73,2,A93,A101,2,A121,30,A143,A152,1,A172,0,A192,A201,1,DatasetType.Deployment
A12,15,A32,A40,1937,A62,A72,3,A92,A101,2,A122,26,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,19,A32,A41,4657,A65,A71,1,A91,A101,3,A121,44,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,18,A32,A49,2471,A64,A73,3,A93,A101,2,A122,32,A143,A152,1,A172,0,A192,A201,1,DatasetType.Deployment
A14,20,A32,A43,2825,A63,A75,2,A93,A101,3,A123,35,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,33,A34,A41,2862,A65,A75,3,A93,A101,2,A123,34,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A12,33,A33,A46,4539,A61,A75,3,A93,A101,3,A124,39,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,29,A34,A46,4430,A61,A73,3,A93,A101,2,A124,28,A141,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,20,A32,A49,2107,A61,A75,2,A92,A101,3,A122,34,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A14,21,A32,A41,4582,A65,A75,2,A93,A101,3,A123,35,A143,A152,1,A174,1,A192,A201,1,DatasetType.Deployment
A14,12,A34,A42,2123,A65,A73,1,A94,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,21,A32,A42,2930,A61,A75,2,A91,A101,3,A124,40,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A42,3012,A63,A75,3,A93,A101,2,A124,31,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,14,A32,A42,2645,A62,A72,2,A92,A101,3,A122,26,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A41,5160,A65,A75,1,A93,A101,3,A122,40,A143,A153,1,A173,1,A192,A201,2,DatasetType.Deployment
A14,15,A34,A42,2141,A61,A72,2,A92,A101,3,A122,26,A143,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,21,A33,A40,1880,A65,A75,3,A94,A101,3,A123,41,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,14,A32,A40,2282,A65,A72,3,A93,A101,2,A121,32,A143,A152,1,A171,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A46,2305,A61,A75,3,A93,A101,3,A124,41,A143,A153,1,A173,1,A191,A201,1,DatasetType.Deployment
A12,18,A34,A43,2400,A61,A75,2,A92,A103,3,A121,38,A141,A151,1,A172,0,A192,A201,1,DatasetType.Deployment
A11,19,A34,A42,3596,A61,A75,1,A92,A101,3,A122,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A34,A43,2005,A65,A75,3,A93,A101,3,A123,32,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A40,5141,A65,A71,1,A92,A101,2,A121,27,A143,A151,1,A171,0,A191,A201,1,DatasetType.Deployment
A11,27,A32,A40,6010,A61,A74,2,A93,A101,1,A123,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,12,A32,A43,1819,A61,A72,2,A94,A101,2,A121,28,A143,A152,1,A172,0,A191,A202,1,DatasetType.Deployment
A14,15,A34,A43,1983,A65,A75,3,A93,A101,3,A121,47,A143,A152,2,A173,0,A191,A201,1,DatasetType.Deployment
A12,30,A31,A41,6016,A61,A71,1,A93,A101,2,A124,42,A141,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,17,A30,A40,2392,A61,A72,2,A92,A101,1,A121,28,A143,A151,1,A171,0,A191,A201,2,DatasetType.Deployment
A12,13,A32,A49,1972,A61,A72,2,A94,A101,2,A121,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,12,A32,A43,1767,A61,A74,2,A94,A103,2,A121,29,A141,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,27,A34,A41,6183,A61,A74,3,A93,A101,3,A123,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,33,A32,A44,3007,A61,A73,2,A93,A101,3,A123,41,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A32,A40,3432,A61,A74,3,A93,A101,3,A124,37,A143,A153,1,A173,1,A191,A201,2,DatasetType.Deployment
A12,27,A33,A40,5122,A61,A73,2,A92,A101,2,A122,41,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,12,A32,A44,2180,A63,A73,1,A91,A101,3,A121,45,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,12,A34,A43,2284,A61,A74,1,A92,A101,2,A123,27,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,27,A32,A410,9190,A61,A71,2,A91,A102,2,A123,36,A143,A152,1,A174,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A43,2183,A61,A73,3,A94,A101,2,A121,28,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,15,A32,A40,2065,A61,A73,2,A94,A101,2,A121,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A13,15,A32,A43,2990,A61,A73,2,A94,A101,1,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,27,A32,A42,2843,A61,A75,2,A93,A101,2,A122,35,A141,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,13,A34,A40,1887,A61,A75,3,A93,A101,3,A121,38,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,18,A34,A42,3359,A61,A72,2,A91,A101,2,A123,32,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,20,A34,A40,2307,A61,A75,3,A94,A101,2,A123,30,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
